,,"This is the list of HEVC Standard Essential Patents included in the HEVC Advance Patent Portfolio License as of January 2022. The evaluation of patents by the independent Patent Evaluator is ongoing, and this list will be updated as new patents are determined to be HEVC Standard Essential Patents. This list identifies the number of claims of each patent evaluated to be an HEVC Standard Essential Patent. Each listed patent may include additional essential claims that have not yet been evaluated. The sections of the HEVC/H.265 standard are identified by way of example only. Other sections of the standard may also be relevant to each corresponding patent.",,,,,,,
Count (Claims),Count (Patents),Profile,Country,Patent Number,Claim Number,Category,Licensor,Est. Exp. Date,"Representative HEVC/H.265 Sections (Version 2, unless otherwise specified)"
107,99,Main/Main10,AT,ATE1023047,15,Encoder,GEVC,20310411,"7.2, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.2.2, 9.3.4.2.1, 9.3.4.2.5"
108,99,Main/Main10,AT,ATE1023047,16,Bitstream,GEVC,20310411,"7.2, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 9.3.1, 9.3.2.2, 9.3.4.2.1, 9.3.4.2.5"
109,100,Main/Main10,AT,ATE1025752,1,Decoder,Samsung,20321031,"3, 6.2, 7.2, 7.3.8.10, 7.3.8.11, 7.4.5, 7.4.9, 7.4.9.11, 8.1, 8.6.3, 9.1, 9.3.1, 9.3.2, 9.3.2.2, 9.3.4, 9.3.4.1, 9.4.3.2, 9.3.4.2.1, 9.3.4.2.6, 9.3.4.2.7, 9.3.5.3"
110,101,Main/Main10,AT,ATE1028417,1,Decoder,Samsung,20301208,"1, 3, 4, 6.2, 7.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.1, 7.4.9.2, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.1.1, 8.5.1, 8.5.2, 8.5.3.1, 8.6.2"
111,102,Main/Main10,AT,ATE1031161,1,Decoder,Samsung,20321031,"3, 6.2, 7.2, 7.3.8.10, 7.3.8.11, 7.4.5, 7.4.9, 7.4.9.11, 8.1, 8.6.3, 9.1, 9.3.1, 9.3.2, 9.3.2.2, 9.3.4, 9.3.4.1, 9.4.3.2, 9.3.4.2.1, 9.3.4.2.6, 9.3.4.2.7, 9.3.5.3"
112,103,Main/Main10,AT,ATE1036583,1,Decoder,Huawei,20320622,"7.3.2.2.1, 7.4.3.2.1, 7.4.3.3.2, 7.4.9.3, 8.7.1, 8.7.3.1, 8.7.3.2, 9.3.3.1, 9.3.3.2"
113,104,Main/Main10,AT,ATE1036586,1,Decoder,HFI,20321029,"8.7.2, 8.7.2.1, 8.7.2.4, 8.7.2.5, 8.7.2.5.1, 8.7.2.5.2"
114,104,Main/Main10,AT,ATE1036586,2,Encoder,HFI,20321029,"8.7.2, 8.7.2.1, 8.7.2.4, 8.7.2.5, 8.7.2.5.1, 8.7.2.5.2"
115,105,Main/Main10,AT,ATE1039300,1,Decoder,GEVC,20320716,"7.2, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4, 9.3.4.3.1, 9.3.4.2.3.2.1, 9.3.4.3.2.2, 9.3.4.3.3"
116,105,Main/Main10,AT,ATE1039300,14,Encoder,GEVC,20320716,"7.2, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4, 9.3.4.3.1, 9.3.4.2.3.2.1, 9.3.4.3.2.2, 9.3.4.3.3"
117,105,Main/Main10,AT,ATE1039300,15,Bitstream,GEVC,20320716,"7.2, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4, 9.3.4.3.1, 9.3.4.2.3.2.1, 9.3.4.3.2.2, 9.3.4.3.3"
118,106,Main/Main10,AT,ATE1041803,1,Decoder,Samsung,20330415,"3.7, 3.8, 3.9, 3.10, 7.3.8.11, 7.4.9.11, 9.3, 9.3.1, 9.3.3.2, 9.3.3.3, 9.3.3.4, 9.3.3.10, Table 9-39"
119,107,Main/Main10,AT,ATE1041997,1,Decoder,Samsung,20310707,"6.4.2, 7.3.8.5, 7.3.8.6, 7.4.9.5, 7.4.9.6, 8.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.7, 8.5.3.3, 8.6.7"
120,108,Main/Main10,AT,ATE1041998,1,Decoder,Samsung,20310707,"7.3.8.5, 7.3.8.6, 7.4.9.5, 7.4.9.6, 8.5.3.2.2, 8.5.3.2.3, Fig. 8-3, Table 7-10"
121,109,Main/Main10,AT,ATE1041999,1,Decoder,Samsung,20301028,"6.3.2, 7.1, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.4.1, 8.5.2"
122,110,Main/Main10,AT,ATE1042000,1,Decoder,Samsung,20301028,"3.168, 6.3.1, 6.3.2, 7.3.8, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.11, 8.4, 8.4.1, 8.6.4, 8.6.4.1, Table 7-10"
123,111,Main/Main10,AT,ATE1044682,,,Samsung,,See Note
124,112,Main/Main10,AT,ATE1044683,1,Decoder,Samsung,20301028,"6.3.2, 7.1, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.4.1, 8.5.2"
125,113,Main/Main10,AT,ATE1044686,1,Decoder,Samsung,20310405,"7.3.8.3, 7.4.9.3, 8.1.1, 8.7.3.1, 8.7.3.2"
126,114,Main/Main10,AT,ATE1047433,1,Decoder,Canon,20320308,"8.5.3.2.6, 8.5.3.2.8"
127,115,Main/Main10,AT,ATE1049945,1,Decoder,Samsung,20301028,"6.3.2, 7.1, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.4.1, 8.5.2"
128,116,Main/Main10,AT,ATE1049949,1,Bitstream,DIAB,20321106,"6.3.2, 7.3.8.11, 7.4.3.3.1, 7.4.9.10, 7.4.9.11"
129,117,Main/Main10,AT,ATE1052656,1,Decoder,Samsung,20300723,"3.12, 3.25, 3.30, 3.32, 3.33, 3.35, 3.41, 3.44, 3.96, 3.97, 6.3.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.6.3, 8.6.4, 8.6.4.1, 9, 9.1, Table 7-10"
130,118,Main/Main10,AT,ATE1052657,1,Decoder,Samsung,20300723,"3.12, 3.25, 3.30, 3.32, 3.33, 3.35, 3.41, 3.44, 3.96, 3.97, 6.3.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.6.3, 8.6.4, 8.6.4.1, 9.1, Table 7-10"
131,119,Main/Main10,AT,ATE1052658,1,Decoder,Samsung,20300723,"3.12, 3.25, 3.30, 3.32, 3.33, 3.35, 3.41, 3.44, 3.96, 3.97, 6.3.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.4.1, 8.6.3, 8.6.4, 8.6.4.1, Tables 7-10, 9-38"
132,120,Main/Main10,AT,ATE1052659,1,Decoder,Samsung,20300723,"6.3.2, 7.3.2.2.1, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.1"
133,121,Main/Main10,AT,ATE1060818,1,Decoder,GEVC,20320618,"6.2, 7.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.9, 7.4.1, 7.4.9.1, 7.4.9.6, 7.4.9.9, 8.1.1, 8.5.1, 8.5.2, 8.5.3.1, 8.5.3.2, 9.1, 9.3.1, 9.3.2.2, 9.3.3.1, 9.3.3.3, 9.3.3.5, 9.3.4.1, 9.3.4.2.1, 9.3.4.3.1, 9.3.4.3.2.1, 9.3.4.3.2.2, 9.3.4.3.4"
134,121,Main/Main10,AT,ATE1060818,13,Encoder,GEVC,20320618,"6.2, 7.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.9, 7.4.1, 7.4.9.1, 7.4.9.6, 7.4.9.9, 8.1.1, 8.5.1, 8.5.2, 8.5.3.1, 8.5.3.2, 9.1, 9.3.1, 9.3.2.2, 9.3.3.1, 9.3.3.3, 9.3.3.5, 9.3.4.1, 9.3.4.2.1, 9.3.4.3.1, 9.3.4.3.2.1, 9.3.4.3.2.2, 9.3.4.3.4"
135,121,Main/Main10,AT,ATE1060818,17,Bitstream,GEVC,20320618,"6.2, 7.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.9, 7.4.1, 7.4.9.1, 7.4.9.6, 7.4.9.9, 8.1.1, 8.5.1, 8.5.2, 8.5.3.1, 8.5.3.2, 9.1, 9.3.1, 9.3.2.2, 9.3.3.1, 9.3.3.3, 9.3.3.5, 9.3.4.1, 9.3.4.2.1, 9.3.4.3.1, 9.3.4.3.2.1, 9.3.4.3.2.2, 9.3.4.3.4"
136,122,Main/Main10,AT,ATE1063512,1,Decoder,Samsung,20320627,"3.63, 3.64, 3.83, 7.3.8.6, 7.4.9.6, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.4, 8.5.3.2.5, 8.5.3.2.9, Fig. 8-3"
137,123,Main/Main10,AT,ATE1066243,1,Decoder,Samsung,20310817,"3.12, 3.25, 3.32, 3.35, 3.44, 3.165, 3.168, 6.3, 6.3.1, 7.3.2.2, 7.3.2.2.1, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.5, 8.6.2, Fig. 6-4, Table 7-10"
138,124,Main/Main10,AT,ATE1066244,1,Decoder,Samsung,20310817,"7.3.2.2.1, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.4.3.2.1, 7.4.9.5, 7.4.9.8, 8.4.1, 8.4.4.1, 8.6.2, 8.6.4.1"
139,125,Main/Main10,AT,ATE1066247,1,Decoder,Samsung,20330130,"3.12, 3.25, 3.44, 7.2, 7.3.6, 7.3.6.1, 7.3.8.10, 7.4.3.3, 7.4.3.3.1, 7.4.7, 7.4.7.1, 7.4.9.10, 8.6, 8.6.1, 9.3, 9.3.1, 9.3.2, 9.3.2.1, 9.3.2.2, 9.3.2.4, Figs. 9-2, 9-3"
140,126,Main/Main10,AT,ATE1066253,1,Decoder,HFI,20320420,"6.3.1, 6.3.2, 7.2, 7.3.8.2, 7.3.8.3, 7.4.7.1, 7.4.9.2, 7.4.9.3, 8.4.1, 8.5.1, 8.7, 8.7.1, 8.7.3"
141,126,Main/Main10,AT,ATE1066253,5,Encoder,HFI,20320420,"6.3.1, 6.3.2, 7.2, 7.3.8.2, 7.3.8.3, 7.4.7.1, 7.4.9.2, 7.4.9.3, 8.7, 8.7.1, 8.7.3"
142,127,Main/Main10,AT,ATE1071665,1,Decoder,LGE,20310525,"6.3.2, 8.4.2, 8.4.4.1, 8.4.4.2.4"
143,128,Main/Main10,AT,ATE1074573,1,Decoder,Samsung,20300813,"6.3, 6.3.2, 7.1, 7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.1.1, 8.5.2, 8.5.3.1, 8.6.3, 8.6.4.1, 8.6.4.2"
144,129,Main/Main10,AT,ATE1074583,1,Decoder,Samsung,20320628,"3.63, 3.64, 3.83, 3.97, 8.5.3.3.3, 8.5.3.3.3.2, Fig. 8-4"
145,130,Main/Main10,AT,ATE1077542,1,Decoder,GEVC,20330415,"6.2, 6.3.1, 6.3.2, 6.3.3, 6.4.1, 7.2, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4"
146,130,Main/Main10,AT,ATE1077542,16,Encoder,GEVC,20330415,"6.2, 6.3.1, 6.3.2, 6.3.3, 6.4.1, 7.2, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4"
147,130,Main/Main10,AT,ATE1077542,17,Bitstream,GEVC,20330415,"6.2, 6.3.1, 6.3.2, 6.3.3, 6.4.1, 7.2, 7.3.2.3.1, 7.3.6.1, 7.4.3.3.1, 7.4.7.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.2.3, 9.3.2.4"
148,131,Main/Main10,AT,ATE1077543,1,Decoder,Samsung,20320914,"3.34, 3.35, 3.41, 3.44, 3.104, 3.111, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.4.9.2, 7.4.9.4, 7.4.9.5, 7.4.9.6, 8.1, 8.1.1, 8.5.2, 8.5.3, 8.5.3.1, Tables 7-10, 7-11"
149,132,Main/Main10,AT,ATE1079974,1,Decoder,LGE,20310504,"7.2, 7.3.8.5, 7.3.8.6, 7.4.9.6, 8.5.2, 8.5.3, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.2.6"
150,133,Main/Main10,AT,ATE1083041,3,Decoder,Huawei,20320820,"7.3.8.5, 7.4.9.5, 8.4.2, 8.4.3, 9.3.1, 9.3.3.7, 9.3.4.1, 9.3.4.2.1, 9.3.4.3.4"
151,134,Main/Main10,AT,ATE1083047,1,Decoder,Samsung,20300816,"6.2, 6.3.2, 7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.7.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.1.1, A.3.1, A.3.2"
152,135,Main/Main10,AT,ATE1083048,1,Decoder,Samsung,20300816,"6.2, 6.3.2, 7.3.2.2.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.7.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 8.1.1, 8.1.3, 8.4.1, 8.5.1"
153,136,Main/Main10,AT,ATE1083052,1,Decoder,Samsung,20300816,"6.2, 6.3.2, 7.3.2.2.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.7.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 8.1.1, A.3.1, A.3.2"
154,137,Main/Main10,AT,ATE1085944,1,Decoder,Samsung,20310715,"7.3.8.5, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6, 8.6.7"
155,138,Main/Main10,AT,ATE1085945,1,Decoder,Samsung,20310715,"6.2, 6.3.2, 7.3.8.5, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.1, 8.4.4.2.6, 8.6.7"
156,139,Main/Main10,AT,ATE1085946,1,Decoder,HFI,20320420,"6.3.1, 6.3.2, 7.3.6.1, 7.3.8.2, 7.3.8.3, 7.4.7.1, 7.4.9.2, 8.4.1, 8.7.1, 8.7.3.1"
157,139,Main/Main10,AT,ATE1085946,4,Encoder,HFI,20320420,"6.3.1, 6.3.2, 7.3.6.1, 7.3.8.2, 7.3.8.3, 7.4.7.1, 7.4.9.2, 8.4.1, 8.7.1, 8.7.3.1"
158,140,Main/Main10,AT,ATE1085947,1,Decoder,LGE,20320907,"6.3.2, 6.3.3, 7.2, 7.3.2.3.1, 7.3.8.6, 7.4.3.3.1, 7.4.9.6, 8.5.3.1, 8.5.3.2.2, 8.5.3.3.1"
159,141,Main/Main10,AT,ATE1085953,1,Decoder,Samsung,20300816,"6.2, 6.3.2, 7.3.2.2.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2.1, 7.4.7.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 8.1.1, A.3.1, A.3.2"
160,142,Main/Main10,AT,ATE1088786,1,Encoder,Panasonic,20230226,"7.4.7, 7.4.7.1, 7.4.9.6, 8, 8.1, 8.3, 8.3.2, 8.3.4, 8.3.5, 8.5, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.6, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3, 8.5.3.3.1, 8.5.3.3.2"
161,143,Main/Main10,AT,ATE1088788,1,Decoder,LGE,20311123,"8.5.3.2.1, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8, 8.5.3.2.9"
162,144,Main/Main10,AT,ATE1088793,1,Decoder,Samsung,20310114,"3, 6.2, 6.3.2, 7.3.2.2.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.10, 7.3.8.11, 7.4.3.2.1, 7.4.9.2, 7.4.9.4, 7.4.9.5, 7.4.9.8, 7.4.9.10, 7.4.9.11, 8.1.1, 8.5.1, 8.5.2, 8.6.2, 8.6.3, 8.6.4.1, 8.6.7, 9.3.1"
163,145,Main/Main10,AT,ATE1092395,1,Encoder,Panasonic,20221106,"6.3.1, 6.3.2, 7.3.1.1, 7.3.1.2, 7.3.6.1, 7.3.6.2, 7.3.8.5, 7.3.8.6, 7.4.2.2, 7.4.7.1, 7.4.7.2, 7.4.9.5, 7.4.9.6, 8.1.1, 8.3.2, 8.3.4"
164,146,Main/Main10,AT,ATE1094164,1,Encoder,Panasonic,20230226,"7.4.7.1, 8.3.4, 8.3.5, 8.5.3.1, 8.5.3.2.1, 8.5.3.2, 8.5.3.2.2, 8.5.3.2.8, 8.5.3.2.9"
165,147,Main/Main10,AT,ATE1094165,1,Encoder,Panasonic,20221106,"3, 6.3.1, 6.3.2, 7.3.1.1, 7.3.6.1, 7.3.8.5, 7.3.8.6, 7.3.1.2, 7.4.2.2, 7.4.7.1, 7.4.9.5, 7.4.9.6, 8.1.1, 8.3.2, 8.3.4, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1"
166,148,Main/Main10,AT,ATE1094166,1,Encoder,Panasonic,20221106,"6.3.1, 6.3.2, 7.3.1.1, 7.3.1.2, 7.3.8.5, 7.3.8.6, 7.4.2, 7.4.2.2, 7.4.9.5, 7.4.9.6, 8.1.1, 8.3.4"
167,149,Main/Main10,AT,ATE1096904,1,Decoder,Samsung,20320627,"7.3.2.2.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.4.3.2.1, 7.3.8.8, 7.3.8.11, 7.4.9.1, 7.4.9.2, 7.4.9.8, 7.4.9.11, 8.1.1, 9.1, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.3.1, 9.3.3.2, 9.3.3.5, 9.3.4.1, 9.3.4.2.1, 9.3.4.2.3, 9.3.4.3.1, 9.3.4.3.2.1, 9.3.4.3.4"
168,150,Main/Main10,AT,ATE1099779,1,Decoder,LGE,20320420,"8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.6"
169,150,Main/Main10,AT,ATE1099779,4,Encoder,LGE,20320420,"7.3.8.5, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.6"
170,150,Main/Main10,AT,ATE1099779,6,Bitstream,LGE,20320420,"7.3.8.5, 7.4.9.5, 8.1.1, 8.4.1, 8.4.2, 8.4.4.1, 8.4.4.2.6"
171,151,Main/Main10,AT,ATE1109310,1,Decoder,Canon,20330118,"3.13, 3.33, 3.34, 3.35, 3.36, 3.43, 3.46, 3.108, 3.110, 3.149, 3.150, 3.151, 6.3.1, 6.4.2, 7.3.8.4, 7.3.8.5, 7.4.9.4, 7.4.9.5, 8.4, 8.4.2, 8.4.4.1, 8.4.4.2.1, Tables 7-10, 9-43, 9-48"
172,152,Main/Main10,AT,ATE1109311,12,Decoder,Canon,20321105,"3.13, 3.34, 3.35, 3.43, 3.46, 3.127, 3.149, 3.150, 3.151, 3.177, 6.3.1, 6.5.1, 7.4.7.1, 8.5.1, 8.6.1, 9.3, 9.3.1, 9.3.2, 9.3.2.1, 9.3.2.2, 9.3.2.4, 9.3.2.5, 9.3.4.3.2.1, 9.3.4.3.2.2, Figs. 9-2, 9-4"
173,153,Main/Main10,AT,ATE1114417,1,Encoder,Philips,20261222,"6.3.2, 6.3.3, 7.3.8.11, 8.6.2, 8.6.3, 8.6.4, 9.3.1"
174,153,Main/Main10,AT,ATE1114417,7,Decoder,Philips,20261222,"7.3.8.11, 7.4.9.11, 8.6.2, 8.6.3, 8.6.4, 9.3.1"
175,154,Main/Main10,AT,ATE1117012,2,Decoder,Panasonic,20220813,"6.3.1, 7.2, 7.3.2.9, 7.3.6.1, 7.3.8.1, 7.3.8.2, 7.3.8.3, 7.3.8.4, 7.3.8.5, 7.3.8.6, 7.3.8.8, 7.3.8.9, 7.3.8.10, 7.3.8.11, 7.3.8.12, 7.4.9.1, 9.2"
176,155,Main/Main10,AT,ATE1117235,1,Encoder,Huawei,20311122,"7.1, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11"
177,155,Main/Main10,AT,ATE1117235,2,Decoder,Huawei,20311122,"7.1, 7.3.8.11, 7.4.3.2.1, 7.4.9.10, 7.4.9.11, 8.1.1, 8.6.3, 9.1"
178,156,Main/Main10,AT,ATE1117242,6,Decoder,Canon,20320111,8.5.3.2.6
179,157,Main/Main10,AT,ATE1120320,3,Decoder,Canon,20320227,"7.4.9.10, 8.6.1"
180,158,Main/Main10,AT,ATE1122833,1,Decoder,Canon,20320816,"8.5.3, 8.5.3.2.1, 8.5.3.2.7, 8.5.3.2.8, 8.5.3.2.2, 8.5.3.2.3"
181,159,Main/Main10,AT,ATE1132078,1,Decoder,Samsung,20340106,"7.3.2.3, 9.3.1"
182,160,Main/Main10,AT,ATE1132079,1,Decoder,Samsung,20340106,"6.3.1, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 7.4.9.4, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.4.1"
183,161,Main/Main10,AT,ATE1132080,1,Decoder,Samsung,20340106,"6.3.1, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 7.4.9.4, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.4.1"
184,162,Main/Main10,AT,ATE1141174,1,Encoder,Panasonic,20230416,"0.7, 1, 3, 4, 6, 6.2, 7, 7.4, 7.4.8, 8, 8.1, 8.3, 8.3.2, 8.3.4, 8.5, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.3, 8.5.3.3.1, 8.5.3.3.2"
185,163,Main/Main10,AT,ATE1144121,1,Encoder,Panasonic,20230416,"0.7, 7.4.7.1, 8.3.5, 8.5.1, 8.5.2, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3, 8.6.7"
186,164,Main/Main10,AT,ATE1144122,1,Encoder,Panasonic,20230416,"0.7, 1, 3, 4, 6, 6.2, 7, 7.4, 7.4.8, 8, 8.1, 8.3, 8.3.2, 8.3.4, 8.5, 8.5.3, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.3, 8.5.3.3, 8.5.3.3.1, 8.5.3.3.2"
187,165,Main/Main10,AT,ATE1144123,1,Encoder,Panasonic,20230416,"0.7, 7.4.7.1, 8.3.5, 8.5.1, 8.5.2, 8.5.3.1, 8.5.3.2, 8.5.3.2.1, 8.5.3.2.2, 8.5.3.2.8, 8.5.3.2.9, 8.5.3.3, 8.6.7"
188,166,Main/Main10,AT,ATE1144125,1,Decoder,Samsung,20300813,"6.3.2, 7.3.8.2, 7.3.8.4, 7.3.8.5, 7.3.8.8, 7.4.3.2, 7.4.3.2.1, 7.4.9.4, 7.4.9.5, 7.4.9.8, 8.6.4.1, 8.6.4.2"
189,167,Main/Main10,AT,ATE1144129,1,Decoder,Samsung,20340106,"6.3.1, 7.3.2.3.1, 7.3.6.1, 7.3.8.1, 7.3.8.2, 7.3.8.4, 7.4.3.3.1, 7.4.7.1, 7.4.9.1, 7.4.9.4, 9.3.1, 9.3.2.1, 9.3.2.2, 9.3.4.1"
190,168,Main/Main10,AT,ATE1147010,1,Decoder,LGE,20320921,"7.3.7, 7.4.8, 8.1.1, 8.3.2, 8.3.4, 8.5.3.3.1, 8.5.3.3.2"
191,169,Main/Main10,AT,ATE1149694,1,Decoder,LGE,20320209,"8.1.1, 8.5, 8.5.3.2.8, 8.5.3.2.9"
192,169,Main/Main10,AT,ATE1149694,7,Encoder,LGE,20320209,"7.3.8.6, 8.1.1, 8.5, 8.5.3.2.8, 8.5.3.2.9"
193,169,Main/Main10,AT,ATE1149694,9,Bitstream,LGE,20320209,"8.1.1, 8.5, 8.5.3.2.8, 8.5.3.2.9"
194,170,Main/Main10,AT,ATE1168442,1,Decoder,ETRI,20330416,"7.3.1.1, 7.3.1.2, 7.3.2, 7.3.6.1, 7.4.2.2, 7.4.7.1, 7.4.8, 8.1.1, 8.1.3, 8.2, 8.3.2, 9.1"
195,171,Main/Main10,AT,ATE1177046,1,Decoder,Sun Patent,20320713,"6, 6.3.2, 6.3.3, 7.3.8.8, 7.4.9, 8.5.3.1, 8.5.3.2, 8.6.3, 8.6.4.1, 9.3.1, 9.3.3.1, 9.3.3, 9.3.4, 9.3.4.1, 9.3.4.2.1, 9.3.4.3, 9.3.4.3.2.1"
196,172,Main/Main10,AT,ATE1184981,1,Decoder,HFI,20320828,"7.1, 7.3.8.5, 7.4.9.5, 8.4.2, 9.3.3.1"
197,172,Main/Main10,AT,ATE1184981,18,Encoder,HFI,20320828,"7.1, 7.3.8.5, 7.4.9.5, 8.4.2, 9.3.3.1"
198,173,Main/Main10,AT,ATE1184994,9,Decoder,Canon,20320111,"3.13, 3.35, 3.41, 3.46, 3.69, 3.149, 7.3.6.1, 7.3.8.6, 7.4.7.1, 7.4.9.6, 8.5, 8.5.1, 8.5.3.2.2, 8.5.3.2.5, 8.5.3.3.1, 9.3.3, 9.3.3.1, 9.3.3.2, Tables 9-43, 9-44"
199,174,Main/Main10,AT,ATE1187518,1,Decoder,Canon,20320308,"3.13, 3.41, 3.46, 8.1.1, 8.5.1, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8, Fig. 8-3"
200,175,Main/Main10,AT,ATE1187519,1,Decoder,Canon,20320308,"3.13, 3.41, 3.46, 8.1.1, 8.5.1, 8.5.3.2.6, 8.5.3.2.7, 8.5.3.2.8, Fig. 8-3"
